"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"Bag","Trouser","5","4hn8fq8x","0","fold-1"
"Bag","Pullover","5","4hn8fq8x","6","fold-1"
"Bag","Dress","5","4hn8fq8x","4","fold-1"
"Bag","Coat","5","4hn8fq8x","4","fold-1"
"Bag","Sandal","5","4hn8fq8x","2","fold-1"
"Bag","Shirt","5","4hn8fq8x","3","fold-1"
"Bag","Sneaker","5","4hn8fq8x","5","fold-1"
"Bag","Bag","5","4hn8fq8x","968","fold-1"
"Bag","Ankle boot","5","4hn8fq8x","0","fold-1"
"Ankle boot","T-shirt/top","5","4hn8fq8x","0","fold-1"
"Ankle boot","Trouser","5","4hn8fq8x","0","fold-1"
"Ankle boot","Pullover","5","4hn8fq8x","0","fold-1"
"Ankle boot","Dress","5","4hn8fq8x","0","fold-1"
"Ankle boot","Coat","5","4hn8fq8x","0","fold-1"
"Ankle boot","Sandal","5","4hn8fq8x","9","fold-1"
"Ankle boot","Shirt","5","4hn8fq8x","1","fold-1"
"Ankle boot","Sneaker","5","4hn8fq8x","43","fold-1"
"Ankle boot","Bag","5","4hn8fq8x","0","fold-1"
"Ankle boot","Ankle boot","5","4hn8fq8x","947","fold-1"
